Name,Type,Ratings,Reviews,Menu_Price,Rooms,Pax_Min,Pax_Max,Destination,Amenities_+more
kritika lawn & banquet,"banquet halls, marriage garden / lawns",5.0,0,899.0,21,250,800,lucknow,2
diamond palace,"banquet halls, marriage garden / lawns",5.0,0,800.0,30,100,800,lucknow,3
k. k. palace,"banquet halls, marriage garden / lawns",5.0,0,800.0,21,120,600,lucknow,2
sanborn restaurant,banquet halls,5.0,0,400.0,21,170,250,lucknow,2
baagwan marriage garden,marriage garden / lawns,5.0,1,350.0,21,800,1200,jaipur,2
hotel s-57,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,200,500,jaipur,2
hotel golden manor,"banquet halls, 3 star hotels with banquets",5.0,0,1200.0,43,100,150,jaipur,3
kesar bagh marriage garden,marriage garden / lawns,5.0,1,400.0,21,1000,1500,jaipur,3
jaipur exhibition & convention centre,"banquet halls, marriage garden / lawns",5.0,0,550000.0,21,200,500,jaipur,2
tiwari marriage garden,marriage garden / lawns,5.0,0,400.0,21,1200,1500,jaipur,2
shri balaji bagh marriage garden,marriage garden / lawns,5.0,0,500.0,21,1000,1500,jaipur,2
moti sarovar vivah sthal,marriage garden / lawns,5.0,0,650.0,21,350,700,jaipur,2
rani bagh marriage garden,"banquet halls, marriage garden / lawns",5.0,1,100000.0,21,250,1800,jaipur,3
murliwala wedding garden,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,130,1500,jaipur,2
rk paradise,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,100,1500,jaipur,2
utsav marriage hall,"banquet halls, 3 star hotels with banquets",4.8,2,800.0,50,700,1050,jaipur,3
rajasthan jat samaj sansthan,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,200,1200,jaipur,2
shyam sunder paradise,marriage garden / lawns,5.0,0,600.0,21,2100,2500,jaipur,2
hotel signature prime,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,20,200,250,jaipur,3
gokul bagh resort and garden,marriage garden / lawns,5.0,1,550.0,21,400,600,jaipur,2
kafka,small function / party halls,5.0,0,700.0,21,30,120,jaipur,1
chandra mahal garden,"marriage garden / lawns, 3 star hotels with banquets",4.8,9,700.0,48,150,2000,jaipur,3
rameshwaram garden,"banquet halls, marriage garden / lawns",5.0,1,600.0,21,300,3000,jaipur,2
petals banquet hall,"banquet halls, convention / function halls",5.0,0,990.0,21,250,500,ncr,2
elegance luxury farmstay farmhouse aravali,marriage garden / lawns,5.0,0,50000.0,5,500,700,ncr,4
hotel golden tree,"banquet halls, small function / party halls",5.0,1,800.0,7,70,100,ncr,3
ashira inn,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,15,30,50,ncr,4
meelu garden,"banquet halls, marriage garden / lawns",5.0,0,51000.0,21,200,500,ncr,2
sundaram palace,banquet halls,5.0,1,1000.0,21,300,400,ncr,2
skylis,marriage garden / lawns,5.0,0,1500.0,3,250,300,ncr,3
hotel swaran palace,"3 star hotels with banquets, destination wedding venues",5.0,1,650.0,42,650,700,ncr,3
elegance aravali farm,"marriage garden / lawns, wedding farmhouses",5.0,1,25000.0,4,600,1000,ncr,4
amaanta,"banquet halls, marriage garden / lawns",4.8,20,2200.0,3,200,1200,ncr,4
nikhil garden,marriage garden / lawns,5.0,1,1000.0,21,200,500,ncr,1
krishna villa faridabad,"banquet halls, venues with rooms",5.0,2,1400.0,2,200,300,ncr,3
limon hotel and banquet,"banquet halls, 3 star hotels with banquets",5.0,0,1000.0,40,40,150,ncr,4
hotel s & b east inn,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,24,70,80,ncr,3
krishna garden,marriage garden / lawns,5.0,1,1000.0,21,800,1000,ncr,2
haryana maitri bhawan,"banquet halls, 3 star hotels with banquets",5.0,1,80000.0,15,180,200,ncr,4
iris park hotel,"3 star hotels with banquets, destination wedding venues",5.0,0,900.0,60,900,1000,ncr,3
friction the drinkery,"party restaurants / lounge bars, small function / party halls",5.0,0,850.0,21,50,100,ncr,1
sri lambhodhara mini hall,banquet halls,5.0,0,300.0,21,150,250,chennai,3
grk palace padi,"banquet halls, venues with rooms",5.0,0,800.0,2,400,800,chennai,3
savera hotel,banquet halls,5.0,7,1300.0,21,600,750,chennai,2
grand padappai residency - marriage hall,"banquet halls, 3 star hotels with banquets",5.0,0,250.0,22,250,250,chennai,3
madhura murali party hall,"banquet halls, small function / party halls",5.0,0,350.0,21,100,150,chennai,2
sri partha a/c mini hall,"banquet halls, marriage garden / lawns",5.0,0,800.0,21,200,400,chennai,2
ummi palace,"banquet halls, venues with rooms",5.0,0,300.0,5,550,850,chennai,3
ananda hall,banquet halls,5.0,0,150.0,21,175,300,chennai,2
malola mini mahal,banquet halls,5.0,0,300.0,21,180,300,chennai,2
vgs party hall,banquet halls,5.0,0,250.0,21,200,300,chennai,2
en sesha mahal,banquet halls,4.5,1,225000.0,6,250,800,chennai,4
v.s.mahal,banquet halls,5.0,0,60000.0,3,100,350,chennai,4
sri krishna saras hall,banquet halls,5.0,0,350.0,21,120,200,chennai,2
sp paradise,"banquet halls, 3 star hotels with banquets",5.0,0,700.0,18,200,300,chennai,3
"poonam hotel, deccan gymkhana","banquet halls, 3 star hotels with banquets",5.0,0,400.0,25,200,550,pune,3
casuarina resort park- kurunji,"banquet halls, marriage garden / lawns",5.0,0,500.0,50,60,600,pune,3
meritas picaddle resort,"banquet halls, marriage garden / lawns",5.0,0,999.0,65,100,500,pune,3
hotel bluewater,banquet halls,5.0,0,550.0,21,300,450,pune,2
datta krushnai mangal karyalay,marriage garden / lawns,5.0,1,75000.0,21,1000,1500,pune,3
ashish garden,marriage garden / lawns,5.0,1,250.0,21,300,400,pune,2
shree ganesh garden mangal karyalay,marriage garden / lawns,5.0,0,500.0,21,1200,2000,pune,2
mantra resort pune,"banquet halls, marriage garden / lawns",4.5,2,1000.0,90,100,1000,pune,2
cockatoo - the fusion bar and eatery,small function / party halls,5.0,0,650.0,21,100,150,pune,2
aromi lawn,marriage garden / lawns,5.0,1,300.0,21,400,600,pune,2
regent inn,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,25,100,150,pune,2
prince regency,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,19,50,100,pune,3
toss sports lounge,"party restaurants / lounge bars, small function / party halls",5.0,1,550.0,21,40,60,pune,2
hotel vyankatesh,"banquet halls, 3 star hotels with banquets",5.0,0,250.0,20,125,200,pune,4
effotel by sayaji sarola,"banquet halls, marriage garden / lawns",5.0,1,900.0,54,350,2000,pune,3
tanishq banquets,"banquet halls, convention / function halls",5.0,1,45000.0,21,250,500,pune,3
hotel india awadh,"banquet halls, 4 star & above wedding hotels",5.0,1,800.0,26,80,200,lucknow,3
heritage paradise,"marriage garden / lawns, small function / party halls",5.0,0,400.0,21,100,150,lucknow,2
sneh utsav palace,marriage garden / lawns,5.0,0,400.0,21,1750,2500,lucknow,2
dayal gateway,"banquet halls, marriage garden / lawns",4.8,5,1500.0,70,1000,3000,lucknow,4
trinetrini lawns,marriage garden / lawns,5.0,0,600.0,21,1250,2000,lucknow,2
hans lawn,"banquet halls, marriage garden / lawns",5.0,0,550.0,21,200,500,lucknow,1
hotel rishabh & banquet,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,18,100,150,lucknow,3
vaibhav lawn,marriage garden / lawns,5.0,0,750.0,21,400,450,lucknow,2
hotel jayati oasis inn,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,20,200,250,lucknow,3
niru banquets ,banquet halls,5.0,0,700.0,21,200,300,lucknow,2
the madhuvan inn,"banquet halls, marriage garden / lawns",5.0,0,900.0,16,50,1000,lucknow,3
the revanta,"banquet halls, marriage garden / lawns",5.0,1,1350.0,50,80,800,lucknow,3
thakur utsav lawn and guest house,marriage garden / lawns,5.0,0,600.0,21,500,800,lucknow,2
the peepal's retreat,3 star hotels with banquets,5.0,0,1350.0,9,200,400,lucknow,3
atal bihari vajpayee scientific convention centre,"banquet halls, marriage garden / lawns",5.0,1,550.0,21,200,500,lucknow,2
hotel indo prime,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,36,120,200,jaipur,3
hotel marc inn,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,15,80,90,jaipur,4
hotel the jaipur inn,"3 star hotels with banquets, venues with rooms",5.0,0,400.0,20,75,120,jaipur,2
shree shyam paradise,marriage garden / lawns,5.0,0,600.0,21,400,600,jaipur,3
the pankhudi hotel,"3 star hotels with banquets, small function / party halls",5.0,0,450.0,15,100,150,jaipur,3
"jai mahal palace, jaipur","4 star & above wedding hotels, banquet halls",4.5,21,3000.0,100,250,3000,jaipur,4
lords inn jaipur,"banquet halls, 3 star hotels with banquets",5.0,0,850.0,36,200,300,jaipur,3
estate paradiso jaipur,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,200000.0,22,300,700,jaipur,4
panigrah,marriage garden / lawns,5.0,0,600.0,21,2000,3000,jaipur,2
parshuram garden,marriage garden / lawns,5.0,0,400.0,21,600,1500,jaipur,2
arg resort and marriage palace,"banquet halls, marriage garden / lawns",5.0,0,125000.0,10,500,750,jaipur,4
shree balaji marriage garden,"banquet halls, marriage garden / lawns",5.0,2,500.0,21,200,1000,jaipur,2
jda community centre,marriage garden / lawns,5.0,0,400.0,21,800,1200,jaipur,3
angira garden,marriage garden / lawns,5.0,0,400.0,21,1500,2500,jaipur,3
jai niwas,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,250,700,jaipur,2
vishwakarma recreation club,"banquet halls, marriage garden / lawns",5.0,1,85000.0,21,280,1000,jaipur,3
rajlaxmi hotel,"banquet halls, 3 star hotels with banquets",5.0,0,700.0,11,180,220,jaipur,3
junagarh multicuisine family restaurant,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,120,300,jaipur,2
dhula garh,"banquet halls, marriage garden / lawns",5.0,1,1000.0,15,80,200,jaipur,2
vaanya villa,marriage garden / lawns,5.0,0,35000.0,21,100,150,jaipur,3
rahul garden,banquet halls,5.0,0,450.0,21,500,700,ncr,2
dream's banquet,banquet halls,5.0,0,600.0,21,300,450,ncr,2
sunrise the party palace,marriage garden / lawns,5.0,0,900.0,21,2000,3000,ncr,3
warehouse cafe,small function / party halls,5.0,0,750.0,21,60,100,ncr,2
de royale banquet,banquet halls,5.0,0,850.0,21,200,300,ncr,2
roseberry farm house,marriage garden / lawns,5.0,1,750.0,21,1250,2000,ncr,2
mithas motel,"marriage garden / lawns, convention / function halls",5.0,1,1600.0,21,1500,2500,ncr,2
hotel jairose palace,"banquet halls, 3 star hotels with banquets",5.0,0,1200.0,36,80,120,ncr,4
indian grill room,small function / party halls,5.0,0,700.0,21,80,150,ncr,2
radha krishna farm house,"banquet halls, marriage garden / lawns",5.0,0,800.0,21,200,2000,ncr,2
treehouse queens pearl hotel gurgaon,"4 star & above wedding hotels, banquet halls",5.0,2,1200.0,42,80,150,ncr,3
lounge king,small function / party halls,5.0,0,650.0,21,70,120,ncr,2
sanvi prime unitech cyber park hotel,"banquet halls, 3 star hotels with banquets",4.7,9,850.0,40,100,150,ncr,3
golden tulip,"banquet halls, marriage garden / lawns",5.0,3,1950.0,46,70,300,ncr,3
royal garden,"banquet halls, marriage garden / lawns",5.0,0,200000.0,21,200,2000,ncr,3
savoy suites greater noida,3 star hotels with banquets,5.0,0,1600.0,58,100,150,ncr,3
hotel platinum star,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,26,75,100,ncr,3
ksp mahal,banquet halls,5.0,0,200.0,21,500,800,chennai,2
kasi vasandham mahal,banquet halls,5.0,0,300.0,21,200,300,chennai,2
sri kuchalambal kalyana mahal,banquet halls,5.0,0,500.0,21,1000,1500,chennai,2
ramanuja koodam,banquet halls,5.0,0,300.0,21,200,300,chennai,2
yogeshwer mini hall,"banquet halls, small function / party halls",5.0,0,600.0,21,100,150,chennai,2
meenachi mini hall,"banquet halls, small function / party halls",5.0,0,300.0,21,80,120,chennai,3
jsv party hall,banquet halls,5.0,0,350.0,21,300,400,chennai,2
ecr sea lounge and banquets,"banquet halls, 3 star hotels with banquets",5.0,1,450.0,15,50,150,chennai,3
kamar arcade party hall,"banquet halls, 3 star hotels with banquets",5.0,1,700.0,14,250,400,chennai,3
vvv community hall,banquet halls,5.0,0,200.0,21,800,900,chennai,2
avadi nadar thirumana maligai,"banquet halls, kalyana mandapams",5.0,1,300.0,21,275,450,chennai,2
h hotel,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,30,120,200,chennai,3
kashan e aleem marriage hall,banquet halls,5.0,0,300.0,21,600,900,chennai,2
"harshal hall, kothrud","banquet halls, convention / function halls",5.0,2,600.0,21,400,600,pune,2
savitri garden mangal karyalaya,"banquet halls, marriage garden / lawns",5.0,0,200.0,21,400,900,pune,2
"garden court, kothrud","banquet halls, marriage garden / lawns",5.0,14,950.0,10,40,1000,pune,3
"aquaris resort, sinhagad road","marriage garden / lawns, venues with rooms",5.0,1,430.0,15,500,750,pune,3
"valvan village resort, lonavala","banquet halls, marriage garden / lawns",5.0,0,750.0,55,50,350,pune,3
the neelam executive,"banquet halls, small function / party halls",5.0,0,999.0,21,0,0,pune,1
"velvet county resort , lonavala - khandala","banquet halls, 3 star hotels with banquets",5.0,0,225000.0,32,200,300,pune,4
st laurn hotel,"4 star & above wedding hotels, banquet halls",4.6,4,750.0,63,750,750,pune,3
the sunset lawn,"marriage garden / lawns, wedding farmhouses",5.0,0,101000.0,4,1250,1500,pune,4
alpa bachat bhawan,"banquet halls, marriage garden / lawns",5.0,1,350.0,21,100,1500,pune,2
121 kitchen : bar,small function / party halls,5.0,0,500.0,21,60,100,pune,2
garden gate,banquet halls,5.0,0,350.0,21,250,400,pune,2
hotel kalasagar,"banquet halls, marriage garden / lawns",5.0,3,600.0,21,200,500,pune,2
pushkraj garden restaurant & bar,"banquet halls, marriage garden / lawns",5.0,0,350.0,21,150,300,pune,1
hotel silver seven,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,20,350,400,pune,3
3d destination,"banquet halls, convention / function halls",5.0,0,1000.0,2,700,1000,pune,3
royal pingara resort,"banquet halls, 3 star hotels with banquets",5.0,0,40000.0,12,50,120,pune,4
vardhaman lawns,"banquet halls, marriage garden / lawns",5.0,1,330000.0,21,80,2000,pune,3
celebration lawn,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,200,300,lucknow,1
gs lawns,"banquet halls, marriage garden / lawns",5.0,0,900.0,21,30,500,lucknow,2
celebrations guest house,marriage garden / lawns,5.0,0,550.0,21,600,1000,lucknow,2
niralaz four seasons banquet,"banquet halls, convention / function halls",5.0,0,400.0,21,100,750,lucknow,2
swayamvar marriage hall,"banquet halls, convention / function halls",5.0,0,450.0,21,400,600,lucknow,2
bismillah lawn,marriage garden / lawns,5.0,0,600.0,21,1000,1500,lucknow,2
hotel pinnacle by 1589,"banquet halls, 3 star hotels with banquets",5.0,0,1000.0,21,200,500,lucknow,2
jai hind guest house,banquet halls,5.0,0,400.0,21,180,300,lucknow,2
indira gandhi pratishthan,"banquet halls, marriage garden / lawns",4.9,8,261000.0,21,400,1200,lucknow,3
hotel shekhar,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,11,180,300,lucknow,3
rainbow garden,"marriage garden / lawns, venues with rooms",5.0,0,550.0,11,400,600,lucknow,3
anubhav hotel,"banquet halls, 3 star hotels with banquets",5.0,0,800.0,21,70,150,lucknow,3
the palatial hotel,"banquet halls, 3 star hotels with banquets",5.0,0,1099.0,34,50,300,lucknow,3
shri gokul lawns,marriage garden / lawns,5.0,0,800.0,21,700,1000,lucknow,2
a r lawn,marriage garden / lawns,5.0,0,800.0,21,250,400,lucknow,2
sky hilton restaurant and banquet,banquet halls,5.0,0,650.0,21,150,250,lucknow,2
dds hotel and banquet,"banquet halls, marriage garden / lawns",4.5,1,1300.0,29,200,1000,lucknow,3
ganga marriage garden,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,150,1500,jaipur,2
the heritage wedding resort,"banquet halls, marriage garden / lawns",5.0,0,1500.0,20,500,700,jaipur,4
varmala resort and banquet,"banquet halls, marriage garden / lawns",5.0,3,200000.0,52,900,1200,jaipur,4
hotel jai palace,"banquet halls, 3 star hotels with banquets",5.0,1,450.0,13,150,225,jaipur,3
prem garden,"banquet halls, marriage garden / lawns",4.5,1,50000.0,21,200,1000,jaipur,3
shri vishnu marriage garden,marriage garden / lawns,5.0,0,100000.0,21,700,1000,jaipur,3
the royal palace,"banquet halls, marriage garden / lawns",5.0,0,250000.0,2,250,400,jaipur,4
pushpanjali marriage garden,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,100,750,jaipur,2
sms hotel,banquet halls,5.0,1,1200.0,21,1200,1250,jaipur,2
kanchan kesari vaishali,"banquet halls, small function / party halls",5.0,0,300.0,21,70,120,jaipur,2
sunder paradise garden,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,200,1200,jaipur,2
sdm park,marriage garden / lawns,5.0,0,600.0,21,650,1000,jaipur,2
janaki palace,"banquet halls, marriage garden / lawns",5.0,0,1100.0,2,250,2000,jaipur,4
sky corner,"banquet halls, small function / party halls",5.0,1,350.0,21,80,300,jaipur,2
neemrana fort palace alwar,"4 star & above wedding hotels, wedding resorts",4.5,10,2800.0,80,70,250,jaipur,5
my village garden,"banquet halls, marriage garden / lawns",5.0,1,850.0,21,200,450,jaipur,2
dwelling residency,"banquet halls, 3 star hotels with banquets",5.0,4,1200.0,33,200,250,ncr,3
the iris,"banquet halls, 3 star hotels with banquets",5.0,1,1800.0,42,300,350,ncr,3
the palace faridabad,"banquet halls, marriage garden / lawns",5.0,27,2500.0,21,300,1000,ncr,2
mukut garden,marriage garden / lawns,5.0,0,110000.0,21,1200,1800,ncr,3
hotel le benz,"3 star hotels with banquets, party restaurants / lounge bars",5.0,0,750.0,24,50,90,ncr,3
hotel welcome banquets and room,"banquet halls, 3 star hotels with banquets",5.0,1,350.0,11,180,300,ncr,3
angel pink hotel,"banquet halls, party restaurants / lounge bars",5.0,0,800.0,20,40,60,ncr,3
vrindavan greens garden,banquet halls,4.8,4,1600.0,21,550,1200,ncr,2
pritam farms,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,325,1500,ncr,2
the food lovers,small function / party halls,5.0,0,400.0,21,60,100,ncr,2
priya vatika,"marriage garden / lawns, convention / function halls",5.0,0,50000.0,21,200,500,ncr,2
muskan banquet,banquet halls,5.0,0,35000.0,1,250,300,ncr,4
janwasa banquet hall,"banquet halls, venues with rooms",5.0,8,1100.0,6,30,500,ncr,3
victoria palace,marriage garden / lawns,4.5,1,1000.0,21,400,800,ncr,2
hari krishna vatika,marriage garden / lawns,5.0,0,25000.0,21,300,500,ncr,3
jinga lala theme park,marriage garden / lawns,5.0,0,100000.0,21,350,500,ncr,3
sri sastha mahal,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,14,500,750,chennai,3
rmp palace,banquet halls,5.0,1,300.0,21,650,1000,chennai,2
vns hall,banquet halls,5.0,0,300.0,21,250,400,chennai,2
hotel victoria,banquet halls,5.0,4,1000.0,21,270,450,chennai,2
shri subiksham hall,banquet halls,5.0,0,300.0,21,150,250,chennai,2
v t hall,banquet halls,5.0,0,500.0,21,70,500,chennai,2
sree guha thirumana mandapam,"banquet halls, 3 star hotels with banquets",5.0,0,300.0,11,150,750,chennai,3
ceelam hall,banquet halls,4.5,1,650.0,21,250,450,chennai,2
dhanabagyam thirumana mahal,banquet halls,5.0,0,300.0,21,400,600,chennai,2
sri venkateshwara marriage hall,banquet halls,5.0,0,650.0,21,250,500,chennai,2
vg party hall,banquet halls,5.0,0,350.0,21,120,200,chennai,2
